iter	Logloss
174	0.1570292833
175	0.1559623354
176	0.1550912399
177	0.1541924816
178	0.1533028274
179	0.1522632046
180	0.1514122656
181	0.1503895082
182	0.1493423398
183	0.1484966581
184	0.1476379004
185	0.146653079
186	0.14580446
187	0.1451445236
188	0.1443766032
189	0.1433843832
190	0.1424968085
191	0.1416746995
192	0.1411046737
193	0.1403122846
194	0.1394482128
195	0.1385604257
196	0.1377637277
197	0.1369050032
198	0.1360253389
199	0.1350787066
200	0.1341912519
201	0.1335485672
202	0.132607183
203	0.1318168121
204	0.1309889789
205	0.13026654
206	0.1293267041
207	0.1285563726
208	0.1278937105
209	0.1270406674
210	0.1265660495
211	0.1259456687
212	0.1251649112
213	0.1244667126
214	0.1238808524
215	0.1230741809
216	0.1224675272
217	0.121543054
218	0.1208924265
219	0.1200265886
220	0.1192697702
221	0.1186467492
222	0.1180500443
223	0.1172316219
224	0.1165780044
225	0.1158597446
226	0.1153588492
227	0.1148475891
228	0.1142908023
229	0.1136018237
230	0.1130041522
231	0.1122802067
232	0.1115915152
233	0.111161293
234	0.1106776271
235	0.1101244279
236	0.1093446354
237	0.1084764406
238	0.1076140102
239	0.1070530699
240	0.1064852801
241	0.1059583583
242	0.1052986811
243	0.1048203658
244	0.1042915535
245	0.1037570889
246	0.1031579263
247	0.1027537117
248	0.1021214478
249	0.1016668447
250	0.1011439403
251	0.1007652816
252	0.100265665
253	0.09972784571
254	0.09929528477
255	0.0987805547
256	0.09821135854
257	0.09761492352
258	0.09698438358
259	0.09653082691
260	0.09595957605
261	0.09545485538
262	0.09489104312
263	0.09441768865
264	0.09388636035
265	0.09344613546
266	0.09295478704
267	0.0925393512
268	0.09213873435
269	0.09167942989
270	0.09117869167
271	0.09075587226
272	0.0903904759
273	0.08986620318
274	0.08948151469
275	0.08906255491
276	0.08846094918
277	0.08799438826
278	0.08760867311
279	0.08723638892
280	0.08683804961
281	0.08648483097
282	0.08603695003
283	0.08559714424
284	0.0851190036
285	0.08475917907
286	0.08427835391
287	0.08389595724
288	0.08336725226
289	0.08309589364
290	0.08277652863
291	0.08237439205
292	0.08187940857
293	0.08135073294
294	0.08086535229
295	0.08038921995
296	0.07993618703
297	0.07954671698
298	0.07921343463
299	0.07884212363
300	0.07844474175
301	0.07814644329
302	0.07764019261
303	0.07733174989
304	0.07698005103
305	0.07663461964
306	0.07637168444
307	0.0760879424
308	0.07559995499
309	0.07520394936
310	0.07489115367
311	0.07455069047
312	0.07414368514
313	0.07379113846
314	0.0734965817
315	0.07322230147
316	0.07293720962
317	0.07251327041
318	0.07218349278
319	0.07194144213
320	0.07158875359
321	0.0712317112
322	0.07099429217
323	0.0707107889
324	0.07036344822
325	0.0701253066
326	0.06986717954
327	0.0695356882
328	0.06926397317
329	0.06894150712
330	0.06872562909
331	0.06842851498
332	0.06810455339
333	0.06771133671
334	0.06742801328
335	0.06714866886
336	0.06688950002
337	0.06664965889
338	0.06643230313
339	0.06602686205
340	0.06570796087
341	0.06534557801
342	0.06498577996
343	0.06471866974
344	0.06448911365
345	0.06418951151
346	0.06387029221
347	0.06360180894
348	0.06335314572
349	0.06313498943
350	0.06284624779
351	0.06256804188
352	0.06226299998
353	0.06199258597
354	0.06182454426
355	0.06165209742
356	0.06145812952
357	0.06119911519
358	0.06103610846
359	0.06086097612
360	0.06059868817
361	0.06033364211
362	0.06008089958
363	0.0598247065
364	0.05960085931
365	0.05933342298
366	0.05914676106
367	0.05891633936
368	0.05860042512
369	0.05840187531
370	0.05812684684
371	0.0579351118
372	0.05768875225
373	0.05744513735
374	0.05719178617
375	0.05697935375
376	0.05672323343
377	0.05652804853
378	0.05637996816
379	0.05612861222
380	0.05589486616
381	0.05576910139
382	0.05555532471
383	0.05526940668
384	0.05505907687
385	0.05483352115
386	0.0546416881
387	0.05443845004
388	0.05420045171
389	0.05398624943
390	0.05371511928
391	0.05348666256
392	0.05324337769
393	0.05299367876
394	0.05283321065
395	0.05259006247
396	0.05232659177
397	0.05217977458
398	0.05198332624
399	0.05180918827
400	0.05152937801
401	0.05133290368
402	0.05112587853
403	0.05100931921
404	0.0507586333
405	0.05061542074
406	0.05046915466
407	0.05032339575
408	0.05011628153
409	0.04987005067
410	0.04969061708
411	0.04951058105
412	0.04932405118
413	0.04917080718
414	0.04900243494
415	0.04887929927
416	0.04875234847
417	0.04860492026
418	0.04845184174
419	0.04829074868
420	0.04816115039
421	0.04797289943
422	0.04786780458
423	0.04775172488
424	0.04758513179
425	0.04736218973
426	0.04723648025
427	0.04708057588
428	0.04687323877
429	0.04671432246
430	0.04655792647
431	0.04639599163
432	0.04624030954
433	0.04612617712
434	0.04598082642
435	0.04581065258
436	0.04568578387
437	0.04557228276
438	0.04541319345
439	0.04528323125
440	0.04518995961
441	0.04499170815
442	0.04484965333
443	0.0447082833
444	0.04453562212
445	0.0443629963
446	0.04420878439
447	0.04400184533
448	0.04387907012
449	0.04371298689
450	0.04357740491
451	0.04342389196
452	0.04323020307
453	0.04311452209
454	0.04294712959
455	0.04280366445
456	0.042626856
457	0.04248838446
458	0.04237173985
459	0.04222029009
460	0.04204714348
461	0.0419403149
462	0.0417703888
463	0.04155725225
464	0.04146800515
465	0.04130155424
466	0.0411578197
467	0.04100149774
468	0.04081756745
469	0.0406782545
470	0.04054734989
471	0.04041329536
472	0.04028057632
473	0.04013025748
474	0.03996221834
475	0.0397744046
476	0.03961402953
477	0.03951646227
478	0.03943398158
479	0.03932729492
480	0.03916733996
481	0.03901544643
482	0.03893121404
483	0.03880717618
484	0.03863763889
485	0.03856395834
486	0.03846565979
487	0.0383493749
488	0.03824363636
489	0.03811430779
490	0.03798814743
491	0.03790855319
492	0.03780608041
493	0.03768394105
494	0.03759976873
495	0.03749393968
496	0.03733304888
497	0.0372344354
498	0.03713985199
499	0.03703094622
500	0.03691842545
501	0.0368207412
502	0.03670660934
503	0.0365489606
504	0.0364417042
505	0.03633788682
506	0.03623196186
507	0.03615703756
508	0.03606802381
509	0.03592411847
510	0.03583915453
511	0.03574380449
512	0.03561934909
513	0.03549736972
514	0.03538158004
515	0.03527167417
516	0.035163967
517	0.03502272263
518	0.03492035907
519	0.03482793969
520	0.0347175492
521	0.03460769082
522	0.03447398929
523	0.03438873325
524	0.03429410054
525	0.03419733558
526	0.03404806662
527	0.03396615496
528	0.03386974951
529	0.03377455514
530	0.03366229861
531	0.0335838077
532	0.03346992844
533	0.03338536501
534	0.03328938881
535	0.03321255218
536	0.0330974574
537	0.0329868129
538	0.03287235663
539	0.03279764661
540	0.03270569799
541	0.03260856805
542	0.03251718853
543	0.03243127652
544	0.03235000104
545	0.03226898797
546	0.0322043894
547	0.0320929174
548	0.03201685095
549	0.03194096985
550	0.03181209911
551	0.03172043518
552	0.03163045622
553	0.03156367378
554	0.03148193389
555	0.03138611585
556	0.03130348515
557	0.03123254879
558	0.03113410133
559	0.03107699289
560	0.03100448312
561	0.03092240021
562	0.03081746884
563	0.03075592767
564	0.0306406125
565	0.03051653605
566	0.03043300095
567	0.03033543458
568	0.03024918944
569	0.03015704101
570	0.03005485794
571	0.02994315429
572	0.02988273106
573	0.02980650511
574	0.02972329087
575	0.0296398024
576	0.02957100523
577	0.02947882077
578	0.02938345049
579	0.02932858481
580	0.02925006746
581	0.02919040759
582	0.0291213074
583	0.02903884047
584	0.02895369023
585	0.02890075927
586	0.02882753646
587	0.02876428849
588	0.02868745972
589	0.02860678313
590	0.02849999393
591	0.02840757648
592	0.02833738625
593	0.0282543158
594	0.02817491763
595	0.02807148123
596	0.02801213171
597	0.02796353676
598	0.02788482498
599	0.02780762124
600	0.02773933444
601	0.02765445413
602	0.02758938442
603	0.02751931963
604	0.02741367023
605	0.02732537028
606	0.02725657738
607	0.02720684157
608	0.02712737928
609	0.02704827725
610	0.02698211375
611	0.02692276432
612	0.02683010832
613	0.02678592464
614	0.02672060174
615	0.02665701575
616	0.02660280825
617	0.02653999837
618	0.02645269846
619	0.02637957217
620	0.02628353422
621	0.02622178868
622	0.02615935933
623	0.02610222411
624	0.02602999121
625	0.02595549366
626	0.0258764898
627	0.02579190684
628	0.02572404144
629	0.02566968286
630	0.02560524199
631	0.02554991118
632	0.02550183418
633	0.02544546482
634	0.02538182613
635	0.02532249729
636	0.0252700568
637	0.02518355684
638	0.02511525338
639	0.02506188754
640	0.02500881472
641	0.02492166999
642	0.02484983689
643	0.02477843653
644	0.02472630631
645	0.02466962407
646	0.02461068117
647	0.02456443277
648	0.02452747641
649	0.02446754087
650	0.02438713909
651	0.02434360667
652	0.02427633653
653	0.02420809112
654	0.02415008108
655	0.02411119184
656	0.02402993914
657	0.02397873081
658	0.02393677942
659	0.02386985751
660	0.02381934983
661	0.02375770812
662	0.0237069091
663	0.02366050369
664	0.02359973233
665	0.02353546591
666	0.02347285142
667	0.02343033333
668	0.02337756116
669	0.02333158412
670	0.02328540695
671	0.02321911829
672	0.02318819187
673	0.02314466714
674	0.02311543004
675	0.02307343213
676	0.02302225495
677	0.02297648862
678	0.02291561103
679	0.02286316277
680	0.02281410477
681	0.02277063421
682	0.02273295994
683	0.02267625941
684	0.02263780857
685	0.02259783217
686	0.02252057243
687	0.02247849898
688	0.02243085115
689	0.02237518933
690	0.02233370047
691	0.02229292608
692	0.02225763399
693	0.02218769049
694	0.02215440957
695	0.02207972362
696	0.02202518601
697	0.02197199846
698	0.02192998578
699	0.02189461421
700	0.02182803432
701	0.02177800628
702	0.02172339892
703	0.02168454284
704	0.0216339186
705	0.02157334744
706	0.0215101508
707	0.02146580467
708	0.02140472382
709	0.02137009281
710	0.02133551261
711	0.02128257521
712	0.02124310966
713	0.02118037526
714	0.0211345891
715	0.02110853777
716	0.02106820336
717	0.02102863483
718	0.02096889624
719	0.02092052096
720	0.02086785269
721	0.02083441881
722	0.02079596684
723	0.02076328746
724	0.02072787835
725	0.02067810141
726	0.02063061856
727	0.02056489917
728	0.02052345173
729	0.02048268885
730	0.02045158976
731	0.02041316635
732	0.0203647209
733	0.02032784791
734	0.02027245834
735	0.02021883965
736	0.02017878836
737	0.02013869538
738	0.02010090358
739	0.02004944162
740	0.02001896433
741	0.01998671024
742	0.01994292695
743	0.01991276065
744	0.01988176779
745	0.01982505554
746	0.0197760702
747	0.01973932475
748	0.0197041351
749	0.01967060186
750	0.01963653122
751	0.01959305534
752	0.0195490769
753	0.01950202069
754	0.01944315514
755	0.01938297987
756	0.01936006256
757	0.01932075332
758	0.01928467637
759	0.01922759129
760	0.01919939385
761	0.01916782221
762	0.01912694761
763	0.01907793679
764	0.01903189472
765	0.01900645757
766	0.01897141512
767	0.01894628941
768	0.01888645644
769	0.01884060071
770	0.01881954785
771	0.0187784816
772	0.01875010111
773	0.01869932247
774	0.01867132691
775	0.01864701901
776	0.01862648964
777	0.01859893795
778	0.0185672335
779	0.01853133818
780	0.01850290445
781	0.01845070079
782	0.0184266045
783	0.0183846992
784	0.01835100778
785	0.01831773117
786	0.01827321879
787	0.01824382367
788	0.01821447527
789	0.01816941938
790	0.01812173659
791	0.01810331951
792	0.01806652899
793	0.01803177116
794	0.01800372559
795	0.01797388342
796	0.01793902161
797	0.01790575101
798	0.01785181354
799	0.01781631568
800	0.01779684487
801	0.01776414471
802	0.01772724914
803	0.01768912742
804	0.01765453206
805	0.01761542596
806	0.01758325582
807	0.01753333507
808	0.01749261707
809	0.01745831703
810	0.01742869529
811	0.01738604516
812	0.0173548828
813	0.01732532335
814	0.01729526886
815	0.01726740998
816	0.01722689055
817	0.01718082843
818	0.01715477966
819	0.01712030045
820	0.0170852259
821	0.01705587622
822	0.01702517589
823	0.0169860885
824	0.01696471684
825	0.01692308334
826	0.01688268975
827	0.01684665553
828	0.01681646927
829	0.01679080373
830	0.01676831051
831	0.01673960235
832	0.01671109376
833	0.01667171922
834	0.01663217681
835	0.01660973153
836	0.01656775604
837	0.0165451289
838	0.0165182245
839	0.01649779359
840	0.01647034639
841	0.01643792408
842	0.01641118154
843	0.01637527247
844	0.01633989299
845	0.01630809346
846	0.01626694671
847	0.01622430457
848	0.01620109324
849	0.01616841481
850	0.01614143316
851	0.0161113535
852	0.0160747058
853	0.01604606862
854	0.01600530999
855	0.01597386109
856	0.01594299739
857	0.01590107847
858	0.01587595097
859	0.01583123219
860	0.01579364947
861	0.01576726054
862	0.01573200252
863	0.01568690606
864	0.0156482724
865	0.01563235034
866	0.01559257459
867	0.01556051412
868	0.01552286974
869	0.01549144552
870	0.0154716436
871	0.01544924495
872	0.01541827734
873	0.01538588789
874	0.01535662541
875	0.01533555563
876	0.01530770099
877	0.01527845084
878	0.01524784826
879	0.01523004488
880	0.01520597856
881	0.01517741174
882	0.01515155559
883	0.01512943241
884	0.01510753663
885	0.0150854958
886	0.0150610412
887	0.01504030935
888	0.01501638088
889	0.0149859457
890	0.01496315048
891	0.01494339389
892	0.01491591991
893	0.01489677566
894	0.01487843887
895	0.01485337544
896	0.01482026833
897	0.01479414498
898	0.01475984757
899	0.01472000747
900	0.01469626494
901	0.01466669292
902	0.01463979663
903	0.01461920848
904	0.014596869
905	0.01457685377
906	0.0145584609
907	0.01453225871
908	0.01450488104
909	0.01447635816
910	0.0144549667
911	0.01442756352
912	0.01438831033
913	0.01436241595
914	0.01433573486
915	0.0143075602
916	0.01427137539
917	0.01424151975
918	0.01422220114
919	0.01419775569
920	0.01417412973
921	0.01414869732
922	0.01412476227
923	0.01410790863
924	0.01408285275
925	0.01406184025
926	0.01403161907
927	0.013996896
928	0.01396018738
929	0.0139319005
930	0.01391532654
931	0.01389202563
932	0.013861541
933	0.01383050981
934	0.01380500277
935	0.01377728039
936	0.01375979143
937	0.01372328996
938	0.01369635268
939	0.01368117792
940	0.01365821312
941	0.01362755933
942	0.01360071326
943	0.01357218789
944	0.01355048115
945	0.01353010997
946	0.01350331446
947	0.01348589976
948	0.0134675332
949	0.01344771997
950	0.01343457474
951	0.01341512217
952	0.01339369138
953	0.01337809014
954	0.01335899393
955	0.01333941933
956	0.01330734372
957	0.01328357183
958	0.0132667492
959	0.01324656498
960	0.01322499296
961	0.01319762617
962	0.01318019722
963	0.01316450757
964	0.01314186452
965	0.01311656774
966	0.01309578785
967	0.01306870035
968	0.01304613458
969	0.01301897828
970	0.01299584167
971	0.01297049339
972	0.01294159241
973	0.01291771372
974	0.01289885808
975	0.01287435117
976	0.01284721166
977	0.01283304586
978	0.01280716805
979	0.01280013869
980	0.01277776521
981	0.01275926406
982	0.01273574267
983	0.01271234514
984	0.01269078974
985	0.01267457037
986	0.01264611202
987	0.01262400502
988	0.01259978603
989	0.0125719213
990	0.01254938363
991	0.0125325239
992	0.01250449281
993	0.01248743141
994	0.01247143436
995	0.01245366124
996	0.01243398601
997	0.01241388895
998	0.01239648932
999	0.01237842052
